ID,Title,Music_Prompt,Video_Title,Video_Caption_KR,Video_Caption_EN,Theme,ColorPreset
NM011,Alpha Cloud Drift - Floating Sleep,Create alpha-theta for floating sensation. Cloud-like textures weightless feeling gentle drift. Frequency: 7-9Hz transition. Includes soft wind sounds. Letting go of body weight. Effortless rest.,Alpha Cloud Drift ☁️ Weightless Sleep,무게를 내려놓고 구름처럼 떠다니세요. 오늘 밤은 가벼운 마음으로 쉬세요 ☁️ | Put down your weight and drift like clouds. Tonight rest with a light heart ☁️,Please put down all your weight and gently drift just like the softest clouds. Tonight rest with such a light and peaceful heart ☁️,ocean,tropical
NM012,Delta Firefly Night - Gentle Summer Sleep,Create delta waves with summer night ambience. Firefly-like twinkling soft cricket orchestra. Frequency: 2-4Hz. Magical childhood safety. Warm summer night comfort. Nostalgia without sadness.,Delta Firefly Night ✨ Gentle Summer Sleep,반딧불이가 춤추는 여름밤이에요. 따뜻하고 마법같은 밤 되세요. 잘 자요 ✨ | A summer night where fireflies dance. Have a warm magical night. Sleep well ✨,This is a beautiful summer night where fireflies gently dance. Have such a warm and truly magical night. Sleep so very well ✨,brainboost,softYellow
NM013,Theta Moon Garden - Lunar Sleep,Create theta waves with moonlit garden. Soft night blooms lunar frequencies gentle night insects. Frequency: 5-7Hz. Moon's gentle pull. Silver light in sound. Mystical comfort.,Theta Moon Garden 🌙 Lunar Sleep Music,달빛이 비추는 정원에서 편안히 쉬세요. 오늘 밤은 특별한 밤이에요 🌙 | Rest comfortably in the moonlit garden. Tonight is a special night 🌙,Rest so comfortably in this beautiful moonlit garden. Tonight truly is such a special and magical night just for you 🌙,moonlight,softPink
NM014,Delta Pine Forest - Evergreen Sleep,Create delta waves with pine forest essence. Pine needle sounds resin scent atmosphere. Frequency: 1-2Hz. Unchanging eternal presence. Deep forest safety. Ancient tree wisdom.,Delta Pine Forest 🌲 Evergreen Deep Sleep,소나무 숲의 고요함 속에서 쉬세요. 변하지 않는 평화가 함께해요. 편안한 밤 🌲 | Rest in the quietness of pine forest. Unchanging peace is with you. Comfortable night 🌲,Rest deeply in the beautiful quietness of this pine forest. Such unchanging lasting peace is always here with you. Such a comfortable night 🌲,zenfocus,softGreen
NM015,Alpha Starlight - Cosmic Comfort,Create alpha waves with starlight theme. Twinkling star sounds distant space ambience. Frequency: 9-11Hz. Connection to cosmos. Not lonely vast love. Universe holding you.,Alpha Starlight ⭐ Cosmic Comfort Sleep,별빛이 당신을 지켜봐요. 우주의 사랑 속에서 편안히 쉬세요. 좋은 꿈 ⭐ | Starlight watches over you. Rest comfortably in universe's love. Sweet dreams ⭐,Beautiful starlight is always watching over you so lovingly. Rest so comfortably in the infinite love of the universe. Such sweet dreams ⭐,brainboost,electric
NM016,Delta Bamboo Whisper - Zen Sleep,Create delta waves with bamboo forest. Hollow bamboo tones gentle swaying. Frequency: 1.5-3Hz. Zen emptiness mindful quiet. Meditative deep rest. Oriental peace.,Delta Bamboo Whisper 🎋 Zen Deep Sleep,대나무 숲의 속삭임 속에서 마음을 비우고 쉬세요. 평온한 밤 🎋 | Empty mind and rest in bamboo whispers. Tranquil night 🎋,Please empty your mind completely and rest so peacefully in these gentle bamboo whispers. Such a tranquil beautiful night 🎋,zenfocus,softGreen
NM017,Theta Rain Blessing - Gentle Storm Sleep,Create theta waves with soft rain. Gentle rain on leaves puddle sounds. Frequency: 4-6Hz. Blessing of water. Growth renewal. Safe indoor feeling. Cozy protected.,Theta Rain Blessing 🌧️ Gentle Storm Sleep,부드러운 빗소리가 당신을 보호해요. 따뜻한 실내에서 편안히 쉬세요 🌧️ | Soft rain sounds protect you. Rest comfortably indoors 🌧️,Such soft and gentle rain sounds are here to lovingly protect you. Rest so comfortably in your warm safe space indoors 🌧️,ocean,emerald
NM018,Delta Valley Stream - Pure Water Sleep,Create delta waves with mountain stream. Crystal clear water over stones. Frequency: 0.5-2Hz. Purification flow. Mental clarity while sleeping. Nature's cleansing.,Delta Valley Stream 💧 Pure Water Sleep,맑은 계곡물처럼 마음도 맑아지는 밤이에요. 편안히 쉬세요 💧 | Like clear valley water your mind clears tonight. Rest comfortably 💧,Just like the clearest valley water your beautiful mind becomes so clear and peaceful tonight. Rest so very comfortably 💧,ocean,arctic
NM019,Alpha Lotus Bloom - Peaceful Awakening,Create alpha waves with lotus theme. Gentle blooming sounds water ripples. Frequency: 8-10Hz. Purity from difficulty. Transformation. Beauty emerging. Hope while resting.,Alpha Lotus Bloom 🪷 Peaceful Sleep,진흙 속에서도 피어나는 연꽃처럼. 당신도 아름다워요. 편안한 밤 🪷 | Like lotus blooming from mud. You are beautiful too. Comfortable night 🪷,Just like the lotus that blooms so beautifully even from mud - you too are truly beautiful and precious. Such a comfortable night 🪷,creativeflow,softPink
NM020,Delta Earth Heartbeat - Grounding Sleep,Create delta waves with earth heartbeat. Deep Schumann resonance 7.83Hz base. Ground bass earth drum. Frequency: 1-3Hz overlay. Primordial connection. Planetary embrace.,Delta Earth Heartbeat 🌍 Grounding Sleep,지구의 심장박동과 함께 쉬세요. 당신은 이 별의 소중한 아이예요 🌍 | Rest with Earth's heartbeat. You are this planet's precious child 🌍,Rest so peacefully with the loving heartbeat of Mother Earth. You truly are this beautiful planet's most precious and beloved child 🌍,moonlight,softGreen
NM021,Theta Cherry Blossom - Spring Dream Sleep,Create theta waves with cherry blossom theme. Soft petal falling sounds spring breeze. Frequency: 5-7Hz. New beginning hope. Gentle renewal. Beautiful impermanence acceptance.,Theta Cherry Blossom 🌸 Spring Dream Sleep,벚꽃처럼 아름다운 당신. 새로운 내일을 꿈꾸며 쉬세요. 좋은 밤 🌸 | Beautiful like cherry blossoms. Rest dreaming of new tomorrow. Good night 🌸,You are as beautiful and precious as cherry blossoms. Rest peacefully while dreaming of your wonderful new tomorrow. Such a good night 🌸,creativeflow,softPink
NM022,Delta Cave Sanctuary - Primal Comfort,Create delta waves with cave atmosphere. Deep echo water drops mineral resonance. Frequency: 0.5-2Hz. Return to origin. Womb safety. Ancient shelter. Primordial rest.,Delta Cave Sanctuary 🏔️ Primal Deep Sleep,원시의 안전함 속에서 쉬세요. 가장 깊은 휴식을 취하세요 🏔️ | Rest in primal safety. Take your deepest rest 🏔️,Rest so peacefully in this primally safe and protective space. Please take your absolute deepest and most restorative rest 🏔️,moonlight,electric
NM023,Alpha Wind Chime - Gentle Breeze Sleep,Create alpha waves with wind chime sounds. Soft bell tones gentle breeze. Frequency: 9-11Hz. Playful yet calm. Light-hearted rest. Childlike peace. Simple joy.,Alpha Wind Chime 🎐 Gentle Breeze Sleep,바람에 흔들리는 풍경소리와 함께. 가볍고 편안한 밤 되세요 🎐 | With wind chime sounds. Have a light comfortable night 🎐,Together with these gentle wind chime sounds swaying in the breeze. Have such a light and wonderfully comfortable night 🎐,creativeflow,softYellow
NM024,Delta Midnight Ocean - Deep Sea Rest,Create delta waves with midnight ocean. Deep whale songs abyss comfort. Frequency: 1-3Hz. Infinite depth. Ocean mother. Underwater meditation. Liquid peace.,Delta Midnight Ocean 🌊 Deep Sea Rest,깊은 바다의 고요함. 무한한 평화 속에서 쉬세요. 편안한 밤 🌊 | Deep ocean quietness. Rest in infinite peace. Comfortable night 🌊,The profound quietness of the deep deep ocean. Rest so peacefully in this infinite loving peace. Such a comfortable night 🌊,ocean,midnight
NM025,Theta Temple Bell - Sacred Sleep,Create theta waves with temple bells. Singing bowls Buddhist chant undertone. Frequency: 4-6Hz. Spiritual peace. Letting go. Acceptance. Sacred rest. Higher connection.,Theta Temple Bell 🔔 Sacred Sleep Music,사찰의 종소리가 마음을 씻어줘요. 평온한 밤 되세요 🔔 | Temple bells cleanse your mind. Have a tranquil night 🔔,The sacred temple bells so gently cleanse and purify your beautiful mind. Have such a tranquil and peaceful night 🔔,zenfocus,electric
NM026,Delta Snow Silence - Winter Cocoon,Create delta waves with snow night. Muffled quietness snow falling warmth inside. Frequency: 1-2Hz. Winter safety. Cozy isolation. Blanket of peace. Protected space.,Delta Snow Silence ❄️ Winter Cocoon Sleep,눈 내리는 밤의 고요함. 포근한 안식을 취하세요. 따뜻한 밤 ❄️ | Quietness of snowy night. Take cozy rest. Warm night ❄️,The beautiful quietness of this gently snowing night. Please take such a cozy and restful sleep. Such a warm and loving night ❄️,moonlight,softPink
NM027,Alpha Bird Dawn - Morning Prep Sleep,Create alpha waves with pre-dawn birds. Gentle bird songs gradual light. Frequency: 8-10Hz. Hope preparation. Peaceful anticipation. Natural waking cycle while sleeping. Restful readiness.,Alpha Bird Dawn 🐦 Morning Prep Sleep,새들의 노래와 함께 평화로운 아침을 준비해요. 편안한 밤 🐦 | Prepare peaceful morning with bird songs. Comfortable night 🐦,Gently prepare for a peaceful and beautiful morning together with the bird songs. Such a comfortable and restful night 🐦,creativeflow,softYellow
NM028,Delta Fog Embrace - Mystical Sleep,Create delta waves with fog atmosphere. Muffled sounds soft moisture mystical quiet. Frequency: 1.5-3Hz. Gentle mystery. Protective veil. Soft boundaries. Diffused peace.,Delta Fog Embrace 🌫️ Mystical Sleep,안개가 당신을 부드럽게 감싸요. 신비로운 휴식을 취하세요 🌫️ | Fog gently wraps you. Take mystical rest 🌫️,Beautiful gentle fog softly wraps and embraces you with such love. Please take this mystical and deeply restful sleep 🌫️,ocean,emerald
NM029,Theta Moonlit Path - Guided Sleep,Create theta waves with moonlit path theme. Gentle guidance tones soft steps. Frequency: 5-7Hz. Trust in journey. Safe passage. Guided rest. Protected travel to sleep.,Theta Moonlit Path 🌙 Guided Sleep Journey,달빛이 길을 비춰줘요. 안전한 여정 되세요. 편안한 밤 🌙 | Moonlight illuminates path. Have safe journey. Comfortable night 🌙,Beautiful moonlight so lovingly illuminates your path ahead. Have such a safe and protected journey. Such a comfortable night 🌙,moonlight,softPink
NM030,Delta Lavender Field - Herbal Sleep,Create delta waves with lavender essence. Soft floral tones gentle bee hum. Frequency: 1-2Hz. Herbal healing. Natural medicine. Purple peace. Aromatic rest.,Delta Lavender Field 💜 Herbal Sleep Music,라벤더 향기 속에서 편안히 쉬세요. 자연의 치유가 함께해요 💜 | Rest comfortably in lavender scent. Nature's healing with you 💜,Rest so comfortably in this beautiful lavender essence. Nature's gentle healing is always here lovingly with you 💜,zenfocus,softPink
NM031,Alpha Rainbow Bridge - Hope Sleep,Create alpha waves with rainbow theme. Color frequencies gentle transitions. Frequency: 8-10Hz. Hope spectrum. Promise of better. Bridge to peace. Colorful comfort.,Alpha Rainbow Bridge 🌈 Hope Sleep Music,무지개처럼 아름다운 희망을 안고 쉬세요. 좋은 밤 되세요 🌈 | Rest holding beautiful hope like rainbow. Have good night 🌈,Rest so peacefully while holding such beautiful and colorful hope just like a rainbow. Have such a good and wonderful night 🌈,creativeflow,electric
NM032,Delta Campfire Glow - Tribal Rest,Create delta waves with gentle fire crackling. Primal safety fire warmth. Frequency: 1-3Hz. Tribal comfort. Ancient safety. Fire watching meditation. Hypnotic flames in sound.,Delta Campfire Glow 🔥 Tribal Deep Rest,모닥불의 따뜻함 속에서 쉬세요. 원시적 안전함이 함께해요 🔥 | Rest in campfire warmth. Primal safety with you 🔥,Rest so deeply in the gentle warmth of this campfire. Such primal and ancient safety is always lovingly here with you 🔥,brainboost,softYellow
NM033,Theta Dragonfly Pond - Summer Peace,Create theta waves with pond atmosphere. Dragonfly wings water ripples. Frequency: 4-6Hz. Summer calm. Water life. Gentle activity within peace. Nature's meditation.,Theta Dragonfly Pond 🌿 Summer Peace Sleep,여름 연못의 평화 속에서 쉬세요. 자연과 하나 되는 밤 🌿 | Rest in summer pond peace. Night of oneness with nature 🌿,Rest so peacefully in the gentle peace of this summer pond. This is a beautiful night of becoming one with all of nature 🌿,ocean,tropical
NM034,Delta Full Moon Tide - Lunar Pull Sleep,Create delta waves with full moon tides. Gentle tide pull lunar frequencies. Frequency: 1-2Hz. Moon's embrace. Tidal rhythm. Natural cycles. Cosmic connection.,Delta Full Moon Tide 🌕 Lunar Pull Sleep,보름달의 품 안에서 쉬세요. 우주의 리듬과 함께 🌕 | Rest in full moon's embrace. With cosmic rhythm 🌕,Rest so peacefully in the loving embrace of the full moon. Together with the beautiful cosmic rhythm of the universe 🌕,moonlight,electric
NM035,Alpha Flower Garden - Blooming Peace,Create alpha waves with flower garden. Various blooms gentle bees. Frequency: 9-11Hz. Growth beauty. Natural abundance. Garden of peace. Cultivated rest.,Alpha Flower Garden 🌺 Blooming Peace Sleep,꽃 피는 정원에서 쉬세요. 아름다움이 당신을 감싸요 🌺 | Rest in blooming garden. Beauty embraces you 🌺,Rest so comfortably in this beautiful blooming garden. Such natural beauty so lovingly embraces and surrounds you 🌺,creativeflow,softPink
NM036,Delta Desert Night - Starry Silence,Create delta waves with desert night. Vast silence star sounds. Frequency: 0.5-2Hz. Infinite space. Clear vastness. Pure silence. Desert peace.,Delta Desert Night 🌌 Starry Silence Sleep,사막의 밤하늘 아래 쉬세요. 무한한 고요함 속에서 🌌 | Rest under desert night sky. In infinite quietness 🌌,Rest so peacefully under this beautiful desert night sky. Here in such infinite and profound quietness and stillness 🌌,brainboost,electric
NM037,Theta Autumn Wind - Harvest Rest,Create theta waves with autumn atmosphere. Falling leaves gentle harvest sounds. Frequency: 5-7Hz. Season of completion. Grateful rest. Golden peace. Harvest moon.,Theta Autumn Wind 🍂 Harvest Rest Sleep,가을 바람과 함께 감사하며 쉬세요. 풍요로운 밤 🍂 | Rest with gratitude in autumn wind. Abundant night 🍂,Rest so peacefully with deep gratitude in this gentle autumn wind. Such an abundant and fulfilling night 🍂,creativeflow,softYellow
NM038,Delta Crystal Bowl - Healing Vibration,Create delta waves with crystal singing bowls. Pure tones healing frequencies. Frequency: 1-3Hz base with 432Hz healing. Sound therapy. Vibrational medicine. Crystal healing.,Delta Crystal Bowl 🔮 Healing Vibration,수정 그릇의 치유 진동 속에서 쉬세요. 깊은 치유가 함께해요 🔮 | Rest in crystal bowl healing vibrations. Deep healing with you 🔮,Rest so deeply in these beautiful healing vibrations of crystal bowls. Such profound healing is always lovingly here with you 🔮,zenfocus,electric
NM039,Alpha Morning Light - Gentle Awakening,Create alpha waves with sunrise preparation. First light frequencies gentle warmth. Frequency: 8-10Hz. Dawn approach. Hopeful rest. Light preparation. Morning readiness while sleeping.,Alpha Morning Light 🌅 Gentle Awakening Prep,아침 빛을 준비하며 편안히 쉬세요. 희망찬 밤 🌅 | Rest while preparing morning light. Hopeful night 🌅,Rest so comfortably while gently preparing for the beautiful morning light. Such a hopeful and peaceful night 🌅,creativeflow,softYellow
NM040,Delta Cloud Sea - Floating Dreams,Create delta waves with cloud sea atmosphere. Weightless floating soft white. Frequency: 1-2Hz. Mountain top peace. Above clouds. Elevated rest. Heavenly floating.,Delta Cloud Sea ☁️ Floating Dreams Sleep,구름 위를 떠다니듯 쉬세요. 가벼운 평화 속에서 ☁️ | Rest as if floating above clouds. In light peace ☁️,Rest so peacefully as if gently floating high above the soft clouds. Here in such light and beautiful peace ☁️,ocean,tropical
NM041,Theta Moonbeam - Silver Sleep,Create theta waves with moonbeam essence. Silver light tones gentle lunar. Frequency: 4-6Hz. Moon's blessing. Silver peace. Gentle illumination. Night's gift.,Theta Moonbeam 🌙 Silver Sleep Music,은빛 달빛과 함께 쉬세요. 밤의 축복 속에서 🌙 | Rest with silver moonbeam. In night's blessing 🌙,Rest so peacefully together with this beautiful silver moonbeam. Here in the gentle blessing of the night 🌙,moonlight,softPink
NM042,Delta Redwood Forest - Ancient Peace,Create delta waves with ancient forest. Old growth presence deep time. Frequency: 1-3Hz. Timeless wisdom. Ancient protection. Tree ancestors. Eternal presence.,Delta Redwood Forest 🌲 Ancient Peace,고대 숲의 평화 속에서 쉬세요. 시간을 초월한 안식 🌲 | Rest in ancient forest peace. Timeless rest 🌲,Rest so deeply in the profound peace of this ancient forest. Such timeless and eternal rest and protection 🌲,zenfocus,softGreen
NM043,Alpha Spring Rain - Fresh Beginning,Create alpha waves with spring rain. New growth gentle shower. Frequency: 8-10Hz. Renewal hope. Fresh start. Spring blessing. Growing peace.,Alpha Spring Rain 🌱 Fresh Beginning Sleep,봄비와 함께 새로운 시작을 꿈꾸세요. 희망찬 밤 🌱 | Dream new beginning with spring rain. Hopeful night 🌱,Dream of such beautiful new beginnings together with this gentle spring rain. Such a hopeful and renewing night 🌱,ocean,emerald
NM044,Delta Sacred Cave - Spiritual Womb,Create delta waves with sacred cave atmosphere. Holy resonance deep earth. Frequency: 0.5-2Hz. Spiritual womb. Sacred space. Divine shelter. Holy rest.,Delta Sacred Cave ⛰️ Spiritual Womb Sleep,신성한 동굴의 품에서 쉬세요. 영적 안식을 취하세요 ⛰️ | Rest in sacred cave embrace. Take spiritual rest ⛰️,Rest so peacefully in the loving embrace of this sacred cave. Please take such deep spiritual rest and renewal ⛰️,moonlight,electric
NM045,Theta Butterfly Garden - Transformation,Create theta waves with butterfly garden. Gentle wings flower visits. Frequency: 5-7Hz. Beautiful change. Gentle transformation. Flight of peace. Metamorphosis rest.,Theta Butterfly Garden 🦋 Transformation Sleep,나비 정원에서 변화를 꿈꾸며 쉬세요. 아름다운 밤 🦋 | Rest dreaming change in butterfly garden. Beautiful night 🦋,Rest so peacefully while dreaming of beautiful change in this butterfly garden. Such a beautiful and transformative night 🦋,creativeflow,softPink
NM046,Delta Night Sky - Starfield Rest,Create delta waves with night sky expanse. Star field deep space. Frequency: 1-3Hz. Cosmic embrace. Stellar womb. Universe holding. Infinite love.,Delta Night Sky ⭐ Starfield Deep Rest,별들의 품 안에서 쉬세요. 우주의 사랑 속에서 ⭐ | Rest in stars' embrace. In universe's love ⭐,Rest so deeply in the loving embrace of all the stars. Here in the infinite love of the entire universe ⭐,brainboost,electric
NM047,Alpha Tea Ceremony - Mindful Peace,Create alpha waves with tea ceremony atmosphere. Gentle pouring steam rising. Frequency: 9-11Hz. Mindful presence. Ritual peace. Self-care sound. Gentle attention.,Alpha Tea Ceremony 🍵 Mindful Peace Sleep,차 한 잔의 평화 속에서 쉬세요. 마음챙김의 밤 🍵 | Rest in tea's peace. Night of mindfulness 🍵,Rest so peacefully in the gentle peace of this tea ceremony. Such a beautiful night of loving mindfulness 🍵,zenfocus,softGreen
NM048,Delta Winter Aurora - Northern Lights,Create delta waves with aurora theme. Ethereal light sounds magnetic whispers. Frequency: 1-2Hz. Celestial dance. Polar magic. Light blessing. Arctic peace.,Delta Winter Aurora 🌌 Northern Lights Sleep,오로라의 빛 아래 쉬세요. 천상의 평화 속에서 🌌 | Rest under aurora light. In celestial peace 🌌,Rest so peacefully under the magical light of the aurora. Here in such celestial and heavenly peace 🌌,brainboost,softGreen
NM049,Theta Zen Garden - Stone Peace,Create theta waves with zen garden. Raking stones water drip. Frequency: 4-6Hz. Meditative design. Arranged peace. Contemplative rest. Zen simplicity.,Theta Zen Garden 🪨 Stone Peace Sleep,선 정원의 고요함 속에서 쉬세요. 단순한 평화 🪨 | Rest in zen garden quietness. Simple peace 🪨,Rest so peacefully in the profound quietness of this zen garden. Such beautiful simple and perfect peace 🪨,zenfocus,electric
NM050,Delta Healing Light - Love Frequency,Create delta waves with 528Hz love frequency. Pure healing tone heart coherence. Frequency: 1-3Hz base with 528Hz overlay. DNA repair. Cellular healing. Love vibration. Ultimate healing.,Delta Healing Light 💚 Love Frequency Sleep,사랑의 주파수로 치유되세요. 깊은 평화 속에서 💚 | Be healed by love frequency. In deep peace 💚,Be so gently healed by this beautiful love frequency. Here in such deep profound peace and restoration 💚,zenfocus,softGreen
NM051,Theta Delta Blend - Deep Meditation,"Create theta-delta crossover for deep meditation sleep. Blend 4Hz theta with 2Hz delta. Soft monk chanting undertone ethereal pads. No jarring transitions. Like sinking into warm water. Meditative healing rest.",Theta Delta Blend 🧘 Deep Meditation Sleep,깊은 명상 속으로 빠져드세요. 치유와 휴식이 함께해요 🧘 | Sink into deep meditation. Healing and rest together 🧘,Gently sink so deeply into this beautiful meditation. Such healing and profound rest are always lovingly here together with you 🧘,zenfocus,electric
NM052,Delta Mountain Breath - Earth Rhythm,"Create delta waves with mountain breathing. Deep earth pulse slow mountain rhythms. Frequency: 1-2Hz. Ancient stability. Mountain wisdom. Grounded peace. Geological time rest.",Delta Mountain Breath ⛰️ Earth Rhythm Sleep,산의 숨결과 함께 쉬세요. 대지의 안정감 속에서 ⛰️ | Rest with mountain's breath. In earth's stability ⛰️,Rest so peacefully together with the mountain's gentle breath. Here in such stability and grounding of the earth ⛰️,zenfocus,softGreen
NM053,Alpha Warm Breeze - Afternoon Calm,"Create alpha waves with warm afternoon breeze. Gentle wind chimes leaf rustling. Frequency: 9-10Hz. Lazy afternoon. Peaceful idleness. Restful warmth. Simple contentment.",Alpha Warm Breeze 🍃 Afternoon Calm Sleep,따뜻한 오후 바람처럼 편안히 쉬세요. 평온한 밤 🍃 | Rest comfortably like warm afternoon breeze. Tranquil night 🍃,Rest so comfortably just like a warm and gentle afternoon breeze. Such a tranquil and peaceful night 🍃,creativeflow,softYellow
NM054,Delta Womb Return - Primordial Safety,"Create delta waves with womb atmosphere. Heartbeat sounds amniotic safety. Frequency: 0.5-2Hz. Return to origin. Pre-birth peace. Ultimate safety. Mother's heartbeat.",Delta Womb Return 💫 Primordial Safety,원초적 안전함으로 돌아가세요. 완전한 평화 속에서 💫 | Return to primordial safety. In complete peace 💫,Gently return to such primordial and complete safety. Here in the most perfect and absolute peace 💫,moonlight,softPink
NM055,Theta Lotus Lake - Sacred Water,"Create theta waves with lotus lake. Sacred water ripples temple reflections. Frequency: 5-6Hz. Spiritual cleansing. Holy water. Purity. Temple peace.",Theta Lotus Lake 🪷 Sacred Water Sleep,연꽃 호수의 신성함 속에서 쉬세요. 영적 정화의 밤 🪷 | Rest in lotus lake's sacredness. Night of spiritual cleansing 🪷,Rest so peacefully in the beautiful sacredness of this lotus lake. Such a night of deep spiritual cleansing and renewal 🪷,ocean,tropical
